idx,class,epoch-0,epoch-1,epoch-2,epoch-3,epoch-4
sample-12819,1,16.8047,16.6712,18.2487,18.6274,19.0536
sample-12870,1,14.1502,15.6533,17.4972,18.9793,19.7209
sample-12883,1,15.5202,16.6726,18.0723,18.6986,18.5503
sample-12885,1,14.8396,16.8898,18.373,19.2573,20.3267
sample-12912,1,14.0085,14.1405,14.6658,14.9049,14.902
sample-12949,1,12.5781,13.4307,13.6959,13.9828,13.6571
sample-12950,1,14.1369,17.4002,17.2204,17.821,18.8765
sample-12966,1,18.2901,19.6622,18.6095,17.2312,17.6057
sample-12970,1,15.0876,15.4729,17.4303,19.7627,20.5594
sample-13108,1,15.2631,17.0569,18.4255,19.0449,17.1616
sample-13150,1,17.5823,18.9676,18.9673,18.4719,19.5084
sample-13154,1,15.5274,15.7661,16.8639,16.7582,16.775
sample-13189,1,13.3023,12.7393,15.8595,18.4964,20.5463
sample-13204,1,15.4251,15.9817,16.1702,16.4089,16.6205
sample-13232,1,11.1695,12.6723,14.8821,14.815,16.5353
sample-13233,1,10.9947,12.5048,11.6024,12.9047,13.9153
sample-13234,1,11.1418,12.3893,12.6933,13.503,14.8787
sample-13324,1,16.4231,17.9551,18.8216,19.9976,20.5426
sample-13388,1,12.3381,13.7545,14.8902,15.7635,15.973
sample-13389,1,12.6051,13.4804,16.5019,17.8939,18.1371
sample-13427,1,15.1404,15.5419,16.9611,19.4439,20.6482
sample-13477,1,14.123,13.6777,14.8428,14.1953,16.1723
sample-13567,1,16.4117,14.6529,15.136,16.9462,16.7244
sample-13568,1,18.3891,18.7787,20.9667,19.9815,19.2063
sample-13593,1,15.0545,15.1151,14.6466,17.2583,17.96
sample-13764,1,16.0132,16.9516,18.839,18.3817,18.7562
sample-13765,1,19.3992,18.7221,18.7057,18.3545,18.1476
sample-13838,1,13.6103,16.4689,16.0771,16.637,15.6646
sample-13902,1,17.183,18.1469,20.3426,19.785,20.4452
sample-13961,1,13.0674,14.5567,15.4831,15.3249,15.4792
sample-13998,1,15.4483,14.7865,14.0109,18.3452,18.5361
sample-14092,1,12.4624,14.1549,16.0948,18.4191,17.9742
sample-14109,1,15.8082,16.1079,16.7199,16.6598,16.3656
sample-14134,1,12.4527,12.8261,13.7018,14.3272,15.4305
sample-14227,1,15.5198,15.471,16.2254,16.0376,16.5162
sample-14230,1,15.3932,14.6502,15.3886,14.8351,14.2205
sample-14268,1,20.2485,21.1022,21.5991,21.5334,22.0019
sample-14279,1,14.4496,13.9449,15.5403,15.044,15.7782
sample-14296,1,17.9806,16.8178,18.6425,18.8455,18.0292
sample-14362,1,11.5215,13.4649,15.7158,16.7428,17.5527
sample-14366,1,15.8159,18.1322,18.963,20.2166,21.1834
sample-14395,1,14.3878,15.5844,16.3592,16.6857,15.6728
sample-14441,1,16.694,19.1328,19.9858,21.029,20.0664
sample-14456,1,12.8064,14.1349,15.2651,17.5189,17.4758
sample-14682,1,15.2757,15.2836,16.6198,16.3231,16.637
sample-14712,1,13.011,13.7709,15.1028,16.5349,15.2668
sample-14871,1,15.8813,18.5429,19.9349,20.8644,21.3492
sample-14936,1,16.7506,18.1458,19.5608,17.5658,19.8047
sample-14959,1,12.6714,12.7988,13.4617,13.867,14.4994
sample-14968,1,15.6773,16.1645,18.373,18.48,19.7645
sample-14985,1,18.5792,20.0436,20.6298,19.5471,19.3554
sample-15094,1,14.3024,15.8101,18.7861,18.9044,18.5435
sample-15149,1,12.1704,12.4416,13.0008,14.6494,14.9073
sample-15158,1,14.7661,16.6139,17.0565,16.1572,15.1308
sample-15357,1,15.9084,16.7977,18.2055,18.8099,20.6133
sample-15415,1,20.8932,20.1384,20.8726,19.7017,19.9068
sample-15420,1,14.6623,16.111,15.4449,14.8646,13.9454
sample-15464,1,10.0348,11.9452,12.5828,15.3087,16.1776
sample-15465,1,12.7583,14.2349,16.5887,18.4211,19.1776
sample-15483,1,17.0721,16.4782,15.026,16.5991,16.76
sample-15484,1,13.8762,15.0834,15.6673,15.4131,16.4234
sample-15543,1,18.9706,18.9642,19.4027,18.3941,19.2255
sample-15581,1,17.5001,18.6993,19.655,19.1251,19.3356
sample-15632,1,12.9606,14.6834,15.5478,15.2692,15.5326
sample-15633,1,13.7457,14.6559,15.9487,16.0222,15.9072
sample-15634,1,13.9417,14.838,15.9374,16.1936,15.9217
sample-15733,1,13.553,14.9495,15.8006,16.7865,18.091
sample-15763,1,18.1175,16.0942,15.5044,15.7495,17.7156
sample-15777,1,11.2441,12.9816,13.7595,14.4936,15.8718
sample-15814,1,14.8143,14.7426,14.6159,15.0646,15.6113
sample-15942,1,17.4823,17.6958,19.7938,18.9172,21.1492
sample-16004,1,14.5727,16.1909,16.1476,15.9189,16.0261
sample-16009,1,15.4757,15.2061,16.5969,16.8034,17.0864
sample-16055,1,12.6948,14.1657,13.4617,15.5266,16.0712
sample-16172,1,17.9154,18.527,18.5031,18.435,19.332
sample-16187,1,13.6383,15.0349,15.5205,14.8496,14.251
sample-16265,1,15.288,16.6302,18.3374,18.9076,20.5719
sample-16269,1,14.8001,15.2983,16.5154,16.0995,16.3102
sample-16319,1,15.1643,15.245,14.6618,15.4944,15.6909
sample-16329,1,13.4329,14.1257,15.9798,16.4109,16.5967
sample-16342,1,14.4672,13.6773,15.7202,15.2488,16.4215
sample-16343,1,14.7969,16.3629,16.6697,15.5552,15.3257
sample-16344,1,15.6915,16.6131,17.0701,15.7045,15.611
sample-16465,1,15.3419,16.5521,17.0206,17.8889,18.9501
sample-16517,1,18.5146,18.8118,19.2189,19.1072,18.8705
sample-16536,1,20.5611,20.7652,20.3546,20.3353,18.9578
sample-16547,1,14.2712,15.3582,15.8059,15.1264,14.0353
sample-16552,1,14.8307,16.2759,17.4924,18.4381,18.643
sample-16651,1,13.824,14.1241,15.4861,15.6807,15.9558
sample-16715,1,12.2197,12.9661,13.4122,15.8373,16.5726
sample-16941,1,19.955,17.8288,17.1838,18.2824,17.4024
sample-16966,1,15.2232,16.2919,17.5313,18.5341,17.0548
sample-16990,1,11.8426,14.0434,14.4507,14.4738,14.3695
sample-16991,1,11.7356,11.6601,13.0214,15.804,15.2743
sample-16995,1,12.3345,14.4162,16.4717,18.0526,17.9527
sample-17009,1,13.1346,14.3407,17.3037,18.2311,19.7737
sample-17043,1,18.5467,18.2659,18.5029,16.8632,17.7564
sample-17073,1,19.4223,18.7107,19.4753,16.8021,16.4934
sample-17104,1,17.0571,17.9247,19.8579,19.2383,20.6661
sample-17118,1,15.0886,17.3102,18.6163,19.5236,20.557
sample-17231,1,14.1795,15.9018,16.2214,14.8607,14.5318
sample-17234,1,14.7523,15.6243,15.7473,15.2005,14.6809
sample-17236,1,16.3033,14.8018,15.4723,14.9561,13.9621
sample-17237,1,14.2265,14.427,14.0873,14.3682,13.7956
sample-17239,1,16.0415,14.9403,15.0966,14.454,13.7437
sample-17306,1,18.4173,17.2974,18.0582,18.0899,17.0763
sample-17371,1,14.41,14.1091,15.7531,15.1998,16.4501
sample-17372,1,13.8177,14.2128,15.4902,14.6943,15.2486
sample-17380,1,12.4431,11.2383,14.0199,15.1458,15.4497
sample-17394,1,12.1695,12.6954,15.1093,17.827,16.3373
sample-17545,1,16.1303,16.9232,18.5425,18.9865,20.6302
sample-17715,1,14.3582,16.5073,15.5884,16.4991,17.8077
sample-17781,1,18.2808,17.7555,18.8116,18.1286,17.6486
sample-17795,1,16.0214,15.981,17.541,17.1479,18.2496
sample-17807,1,14.3721,16.1134,18.0604,19.013,19.885
sample-17873,1,13.9018,17.4443,17.8384,15.8876,16.683
sample-17922,1,15.0701,16.754,18.2547,18.3547,19.7243
sample-17980,1,19.4083,18.848,19.5936,18.0502,19.6003
sample-17986,1,17.9565,19.7512,19.9291,19.1274,20.0473
sample-17989,1,12.1085,12.6267,14.5886,15.5026,16.6763
sample-18124,1,19.3559,19.3324,19.621,18.9472,20.0547
sample-18134,1,17.7922,19.458,19.1586,18.2935,19.2478
sample-18153,1,12.9161,15.0596,14.9453,14.9757,15.4764
sample-18440,1,13.9024,15.1511,14.2634,14.8929,16.4398
sample-18441,1,13.3116,12.588,12.704,13.8975,14.9263
sample-18442,1,14.4406,16.0952,16.5731,16.353,15.54
sample-1,6,16.3562,14.3727,17.7121,17.8211,17.4188
sample-2,6,14.7031,18.7625,19.3753,20.2632,18.0085
sample-3,6,7.2066,8.0116,9.909,10.5616,9.8551
sample-7,6,17.4645,15.2349,15.4042,15.1373,15.1118
sample-18,6,12.4044,11.2171,12.8142,11.3063,13.2511
sample-20,6,10.4589,8.7553,8.5081,9.5483,10.2325
sample-21,6,12.2631,15.1675,14.7267,16.4456,17.2905
sample-37,6,10.7862,8.4935,10.4279,8.0659,10.4395
sample-38,6,6.9632,6.6222,7.2571,7.098,8.4006
sample-45,6,8.7558,8.3907,9.2598,9.836,10.9421
sample-54,6,6.5575,7.6141,8.5249,8.1218,9.3877
sample-57,6,10.2987,15.8316,15.9126,14.9011,16.3441
sample-59,6,6.1016,7.1105,7.1646,7.8107,9.3925
sample-60,6,19.5286,11.1945,9.2015,10.6509,12.4818
sample-73,6,6.0112,6.8199,7.3085,7.4452,8.2588
sample-80,6,8.4854,8.5174,8.6076,9.0057,9.0943
sample-81,6,7.1327,7.5317,7.7939,8.4167,9.9649
sample-85,6,12.5157,8.4338,7.3531,8.1605,9.7408
sample-86,6,11.9175,8.0225,7.4289,8.0535,9.3915
sample-87,6,12.8667,8.9723,8.0026,8.9951,10.2775
sample-88,6,12.6176,8.56,7.8577,8.6318,9.8309
sample-90,6,14.1483,16.2291,15.4516,18.1294,17.2938
sample-91,6,8.0873,10.3136,10.6174,12.2706,13.1239
sample-115,6,12.7326,15.9414,14.8743,15.9221,14.7002
sample-116,6,6.6401,6.5052,7.2486,8.9133,9.7247
sample-123,6,7.0041,7.2258,7.1054,7.7779,8.5856
sample-125,6,6.8478,7.2775,7.6358,7.8722,9.8137
sample-126,6,18.0009,8.989,10.7865,13.0059,13.6725
sample-137,6,7.0186,7.4232,8.4511,8.6002,9.6737
sample-138,6,7.6539,7.1463,9.3687,11.0033,12.7089
sample-156,6,6.4916,6.9557,8.6855,10.5095,15.2716
sample-157,6,6.3283,7.4585,8.2306,9.226,10.168
sample-159,6,20.3381,21.0213,23.3028,23.0696,23.2617
sample-170,6,9.1495,9.5665,9.5014,9.1228,10.5211
sample-171,6,9.2985,9.1703,10.9662,11.3441,14.4059
sample-173,6,9.2581,10.2948,10.177,11.5949,11.1817
sample-175,6,6.8799,7.0813,8.3664,8.7981,9.5039
sample-177,6,16.4728,17.5466,17.7605,19.2726,19.4406
sample-178,6,6.3358,7.1241,8.2774,8.6278,8.9637
sample-179,6,6.5242,6.6533,7.3582,7.6338,8.6405
sample-180,6,6.8641,6.4674,7.1929,8.2405,9.1181
sample-183,6,11.0574,8.8393,13.2174,14.0216,15.413
sample-200,6,18.9384,19.3579,20.532,18.9533,17.9153
sample-201,6,19.0725,19.7399,20.7929,19.1192,18.3338
sample-202,6,19.414,19.9621,21.8584,22.4499,23.4736
sample-218,6,6.3532,6.7951,6.7273,7.1216,8.6698
sample-219,6,6.4067,6.8588,6.8708,7.2072,8.8643
sample-221,6,6.1538,6.4263,6.6906,6.9787,7.8146
sample-226,6,19.3834,22.3472,23.0774,22.5578,23.9041
sample-236,6,8.4808,7.4102,8.5319,11.1096,12.1119
sample-237,6,9.4831,6.8596,8.4324,7.2413,8.8942
sample-238,6,6.4179,6.7066,7.0948,7.5631,8.8426
sample-242,6,12.9498,11.8847,11.8619,10.4145,11.7294
sample-248,6,16.6128,18.2416,18.8123,18.7091,19.8768
sample-254,6,17.9985,19.2536,18.6687,20.6042,21.2762
sample-265,6,14.4046,13.5081,12.0186,13.9265,14.0842
sample-268,6,9.4425,9.9745,11.0459,12.1294,10.8206
sample-288,6,5.9453,6.7419,7.4923,7.2115,8.8891
sample-295,6,7.1812,7.9941,8.4607,9.859,10.2731
sample-302,6,16.994,13.1043,11.94,11.7761,12.7878
sample-314,6,15.6421,17.2827,16.9854,18.8804,19.8157
sample-315,6,6.4107,6.3396,7.7291,7.9917,9.7202
sample-322,6,7.0351,7.3529,7.6372,9.6921,10.547
sample-329,6,5.8391,6.0979,6.852,7.5828,9.705
sample-332,6,6.3178,6.9437,6.8058,8.1345,10.3493
sample-337,6,6.7226,7.553,8.6013,8.9842,11.6781
sample-343,6,6.6553,7.4063,7.6157,9.751,9.7814
sample-344,6,7.4757,8.3875,8.5133,11.9222,11.5565
sample-345,6,6.4456,7.0109,7.7217,8.3261,9.4815
sample-363,6,6.7849,6.7531,7.5278,7.9302,8.7158
sample-384,6,7.2299,7.3935,10.2836,10.6375,12.4097
sample-385,6,7.0495,7.062,8.8088,8.7056,10.4399
