idx,class,epoch-0,epoch-1,epoch-2,epoch-3,epoch-4
sample-16598,13,8.3879,9.3014,8.7274,8.4742,8.4465
sample-16622,13,12.7214,14.9038,17.6368,16.9649,16.4907
sample-16626,13,18.1009,19.5019,20.0369,17.7843,16.7925
sample-16633,13,10.4779,9.6803,9.1979,8.3247,8.6681
sample-16656,13,12.2257,9.8835,9.4193,8.2227,8.0976
sample-16670,13,10.2552,9.9608,9.5285,8.9615,8.687
sample-16676,13,11.1552,10.0168,9.3991,8.9176,8.8792
sample-16678,13,9.4213,9.9352,9.3228,8.7265,9.2463
sample-16679,13,14.2925,10.9803,10.5239,10.043,10.5727
sample-16682,13,10.1284,9.0409,8.7519,7.7592,8.0341
sample-16710,13,12.1335,12.8192,14.8293,16.9836,17.2772
sample-16737,13,20.7934,23.174,23.5372,22.4291,23.7619
sample-16739,13,8.246,8.3108,9.4179,10.0316,11.2821
sample-16748,13,12.6189,12.1478,12.5012,13.0648,11.8369
sample-16757,13,14.3992,15.4271,15.6332,16.9376,15.4878
sample-16767,13,10.133,10.5891,9.969,8.7369,9.3684
sample-16776,13,11.5841,10.8485,10.3211,9.1718,9.7721
sample-16777,13,9.9555,10.1117,10.4288,10.6582,11.8901
sample-16790,13,10.8055,9.7069,11.0684,10.0287,9.4935
sample-16829,13,16.4547,18.3816,19.7351,20.8667,20.9511
sample-16846,13,10.8905,11.3008,12.512,10.2065,10.2327
sample-16892,13,9.4129,9.4505,10.4986,8.4882,10.2445
sample-16898,13,12.1615,12.9963,11.0431,8.6603,10.3289
sample-16903,13,18.2262,21.436,21.7711,22.3038,23.5906
sample-16917,13,19.8696,20.5494,21.8906,21.4961,21.8937
sample-16920,13,18.8389,19.0433,19.8042,21.9853,23.1483
sample-16942,13,21.4469,22.0771,22.6287,23.0521,23.1681
sample-16957,13,18.2277,19.6219,21.5019,21.3731,23.3078
sample-16958,13,12.2568,13.6226,11.213,11.3907,13.0741
sample-16988,13,10.1248,8.108,11.1174,12.3313,11.134
sample-16997,13,14.669,16.8229,17.6455,18.6637,15.1055
sample-17035,13,16.2242,15.9473,15.5551,18.029,16.4845
sample-17082,13,14.9288,12.6105,13.2712,13.0222,13.2301
sample-17140,13,17.9708,19.9006,20.7693,19.3634,21.4443
sample-17297,13,10.4072,11.0772,12.2749,12.9072,12.1346
sample-17301,13,11.9279,10.9077,10.9452,11.4322,10.8558
sample-17302,13,14.9361,14.9523,12.4539,13.1933,12.0358
sample-17309,13,19.9592,20.0367,21.1711,21.9797,22.3561
sample-17328,13,16.2268,17.5458,18.3324,19.1026,17.7696
sample-17336,13,13.306,14.0295,13.5899,12.9102,12.355
sample-17357,13,14.2145,15.5414,15.8928,17.207,16.2697
sample-17362,13,9.4252,9.4639,10.808,12.651,12.2778
sample-17364,13,9.2483,9.1682,9.7898,11.0635,12.0082
sample-17388,13,16.7192,16.5036,15.0602,16.7901,14.0913
sample-17411,13,10.1205,10.397,12.115,13.1807,10.7721
sample-17423,13,13.3824,9.6688,11.3,12.6922,13.0884
sample-17424,13,11.3001,9.4829,10.5758,8.0917,11.5357
sample-17467,13,9.7566,9.5775,9.1322,8.3356,8.7477
sample-17498,13,14.3224,12.3231,13.08,10.9636,11.5701
sample-17499,13,15.942,11.4591,11.2451,8.8202,9.0025
sample-17500,13,15.6109,17.7696,18.5507,19.2323,19.2432
sample-17502,13,15.3995,11.9914,12.0055,9.265,9.7026
sample-17539,13,10.5622,9.5847,10.0412,12.5324,12.6307
sample-17546,13,10.3327,10.1741,10.2416,8.7205,8.5848
sample-17575,13,13.7111,10.2455,9.6337,9.0274,9.9637
sample-17582,13,19.6183,21.0022,21.8075,21.9971,21.7983
sample-17599,13,14.2336,13.1869,11.8575,9.556,11.2491
sample-17600,13,10.8225,10.3414,12.1283,11.2086,12.6112
sample-17608,13,17.7451,19.0015,20.4051,21.3715,22.1256
sample-17616,13,9.5605,10.9519,11.4681,12.6086,12.33
sample-17619,13,11.2199,11.8579,11.0304,8.2576,10.0757
sample-17621,13,12.1989,13.6831,11.378,12.2251,13.2136
sample-17626,13,17.9714,19.1614,19.7966,19.8134,19.2747
sample-17675,13,16.0638,15.9297,15.0017,15.7142,12.0655
sample-17719,13,11.1112,10.2082,10.631,9.4186,10.0209
sample-17725,13,9.795,11.4762,13.331,12.9356,13.0403
sample-17726,13,11.4729,10.477,10.2428,8.5302,8.7168
sample-17727,13,10.5605,9.968,9.4095,9.6864,9.4109
sample-17753,13,12.1556,11.7737,12.2951,13.6914,13.1748
sample-17809,13,11.4146,9.3697,11.5544,10.5481,10.7733
sample-17810,13,12.7796,14.0862,13.0181,11.0026,11.956
sample-17855,13,14.5574,17.1556,15.7104,13.7613,13.3285
sample-17867,13,13.1071,14.0843,13.8243,15.2627,14.3532
sample-17882,13,12.7867,15.1889,13.6803,14.419,12.0703
sample-17900,13,19.9338,21.4677,22.6916,23.0499,23.3747
sample-17903,13,10.287,10.0817,9.8671,8.122,8.6786
sample-17904,13,15.1082,12.9318,13.8404,13.4037,12.6886
sample-17905,13,10.4587,9.8781,9.7621,9.4741,9.1581
sample-17906,13,14.0612,15.3875,16.3682,17.9494,15.9485
sample-17932,13,14.2329,19.6918,19.1371,17.1218,18.346
sample-18018,13,9.0652,9.4687,10.5151,9.8101,10.3174
sample-18021,13,10.3815,9.2966,9.5906,8.4891,9.38
sample-18069,13,10.269,10.8219,10.5023,10.1024,10.1352
sample-18070,13,11.6578,12.7473,10.3842,9.6829,10.4709
sample-18071,13,13.1052,14.7302,16.1536,17.3978,17.3831
sample-18072,13,12.47,11.7914,11.938,14.5477,11.7696
sample-18073,13,16.3034,18.4899,19.6894,20.4057,20.5231
sample-18076,13,12.0418,10.9581,11.1878,9.48,10.0493
sample-18079,13,15.0322,15.282,14.4747,14.4365,13.1106
sample-18080,13,19.2552,17.386,17.6266,14.4003,15.4538
sample-18156,13,10.0175,10.2512,11.4281,9.725,10.1129
sample-18173,13,20.7871,22.3867,22.795,22.6028,21.9455
sample-18197,13,9.336,10.3291,9.9126,11.6199,11.5858
sample-18198,13,9.5711,9.9196,9.7068,9.6476,9.9236
sample-18205,13,8.965,8.2779,8.1263,7.8279,8.2573
sample-18210,13,18.1534,18.1998,19.9799,20.1657,21.8888
sample-18250,13,11.3787,14.0892,14.2215,15.1329,15.2315
sample-18256,13,10.1531,9.7552,9.5327,9.2876,9.7517
sample-18262,13,21.3531,21.7987,22.3469,22.7047,22.8552
sample-18283,13,10.5511,11.3988,11.1891,11.0798,11.6083
sample-18285,13,9.7594,9.5256,9.4358,9.0557,9.8339
sample-18289,13,10.5469,10.9991,10.4761,10.9506,10.1118
sample-18298,13,16.1299,17.3178,18.5459,19.4727,19.0811
sample-18311,13,11.5968,13.5287,13.2408,14.554,12.3467
sample-18335,13,11.1167,12.8645,13.1734,15.0869,13.2457
sample-18336,13,11.6745,13.7783,14.616,16.5422,14.2115
sample-18366,13,13.5811,14.6661,14.5446,14.9878,14.6348
sample-18380,13,15.8296,8.2725,16.4756,12.6462,11.8925
sample-18399,13,11.3649,12.0819,11.3872,12.0512,12.3075
sample-18402,13,11.2183,11.9176,11.5929,12.8825,12.8371
sample-18403,13,11.7382,13.0989,12.557,12.9862,14.1204
sample-18405,13,12.1405,13.5486,12.7424,13.2294,13.3604
sample-18406,13,9.119,9.288,12.912,11.1718,11.3149
sample-18411,13,11.0745,11.027,11.4714,11.735,11.5574
sample-18414,13,11.5688,11.2832,10.8948,10.9931,12.2365
sample-18452,13,12.0148,10.522,9.971,9.1232,9.0963
sample-18474,13,11.5669,10.5513,10.273,9.4331,9.4933
sample-18475,13,10.0811,9.9351,9.693,8.8023,9.5023
sample-5,10,10.8811,13.4106,12.8465,14.7125,16.5807
sample-8,10,16.5349,12.7377,11.2171,10.6691,10.4269
sample-17,10,11.5196,11.5529,14.1421,13.8095,13.4134
sample-34,10,8.3282,8.1994,8.0583,8.5149,9.2779
sample-40,10,8.898,8.2061,10.5143,9.891,15.5745
sample-49,10,8.012,7.3648,8.2628,8.9734,9.5698
sample-103,10,9.1264,8.3488,8.3604,9.0915,9.3263
sample-111,10,11.8577,13.1577,10.8061,14.0761,13.126
sample-164,10,9.9381,8.8956,8.2916,9.14,9.9439
sample-166,10,9.1664,7.8457,7.8444,9.6147,10.1814
sample-167,10,8.5517,9.2545,9.7447,12.3911,13.6271
sample-168,10,8.1981,8.4735,8.8144,10.4759,12.2849
sample-169,10,7.6749,7.1246,7.7319,8.8291,9.2856
sample-184,10,8.7922,9.7828,9.5184,11.0333,12.312
sample-185,10,8.8768,9.4595,9.8764,11.4089,12.7416
sample-186,10,11.1896,9.4726,8.6769,11.7776,11.7407
sample-234,10,9.4075,9.4495,9.6414,9.6646,11.1139
sample-246,10,9.9231,9.5704,10.2499,11.1309,11.4308
sample-264,10,9.8739,8.7409,9.219,9.3091,9.3034
sample-278,10,9.1568,13.0027,14.8014,15.6336,18.0806
sample-292,10,9.8047,9.2767,9.3721,12.4159,11.4557
sample-308,10,18.1673,16.6811,17.8669,17.7399,17.5422
sample-311,10,10.4859,11.5309,11.4553,12.0217,14.3704
sample-330,10,20.4374,15.3485,15.8602,17.5841,17.7827
sample-347,10,8.9323,8.4081,9.4176,9.3635,10.8752
sample-348,10,10.7493,10.6543,11.0595,10.883,12.8196
sample-352,10,11.499,9.9804,10.8886,10.6286,9.9146
sample-356,10,15.254,17.548,18.3147,17.7478,20.4628
sample-368,10,14.1044,15.9018,16.7948,18.8172,19.4308
sample-371,10,11.3184,9.7507,9.1527,11.9883,12.8158
sample-408,10,10.2546,9.2518,9.4994,9.9634,12.3483
sample-409,10,8.891,8.1231,8.8831,9.6516,10.5854
sample-410,10,8.7442,7.9645,8.2075,8.726,10.0527
sample-422,10,8.357,9.1084,11.1281,9.9891,11.0497
sample-423,10,7.8034,8.9206,10.3627,10.2428,11.543
sample-452,10,9.2103,8.6536,9.0391,9.2781,9.2119
sample-461,10,12.37,18.5515,15.457,11.5511,15.2052
sample-475,10,9.2585,7.4753,7.8024,9.5443,9.2649
sample-476,10,9.5659,7.6803,8.0352,9.7287,10.3895
sample-487,10,10.5732,9.2987,8.4566,9.6041,9.4638
sample-494,10,9.6473,9.2986,10.0061,10.3961,10.4766
sample-495,10,9.7445,9.7991,10.4363,10.2703,10.5624
sample-533,10,8.9485,8.7963,8.6324,10.536,11.3387
sample-538,10,9.8112,9.3612,10.5886,10.5604,11.6334
sample-568,10,8.7003,8.3678,8.9133,9.7123,11.6364
sample-577,10,8.1012,8.4977,9.3982,10.5302,11.8058
sample-579,10,10.69,10.0715,9.383,9.5532,9.091
sample-580,10,10.1875,10.1584,10.4063,13.0479,14.8082
sample-593,10,8.138,8.1872,9.3511,9.5506,9.4136
sample-636,10,9.0493,9.2247,9.8198,9.7697,9.2627
sample-640,10,7.6593,6.7687,8.0014,9.1637,9.268
sample-652,10,20.3975,19.2765,18.832,17.5835,18.6019
sample-664,10,8.964,10.1004,10.847,13.8491,15.6886
sample-723,10,18.4971,20.2954,21.2371,21.6659,21.8045
sample-738,10,10.2964,9.3837,10.0652,10.0079,10.4239
sample-740,10,16.8104,17.3434,17.9521,17.5072,19.0767
sample-746,10,10.4507,10.0087,10.4944,10.5813,10.574
sample-747,10,8.7591,8.6569,9.0227,9.2992,9.9178
sample-754,10,7.1477,7.2804,8.5063,9.1439,9.2684
sample-756,10,7.0439,6.5793,7.8491,8.4023,8.2233
sample-851,10,9.9676,10.5785,10.8934,13.2752,15.0982
sample-853,10,9.4172,9.7349,9.6159,9.8729,12.024
sample-862,10,9.2107,8.5312,9.6876,9.7611,10.0965
sample-875,10,9.9032,8.2795,8.7852,9.6059,10.1327
sample-876,10,22.1899,22.6402,24.0688,23.6918,22.1066
sample-882,10,8.6697,7.6741,7.7468,9.3086,9.3761
sample-900,10,8.8658,8.4257,8.1878,8.4137,9.1163
sample-901,10,9.2117,9.6611,9.4931,9.8466,11.4862
sample-912,10,7.5738,7.1058,7.805,8.3658,8.5163
sample-914,10,9.2861,10.3287,10.3576,11.7497,11.4162
sample-915,10,19.6887,13.0615,13.5568,13.4168,15.5075
sample-918,10,8.6795,7.9026,8.5041,8.8897,8.9409
sample-929,10,10.1633,9.7255,10.307,10.5586,11.5407
sample-933,10,9.4755,8.4606,8.6743,8.3471,8.8414
sample-934,10,9.7461,8.6342,8.1296,9.3054,9.596
sample-935,10,10.9149,10.7881,11.8704,10.9831,10.6928
sample-936,10,10.7269,10.8605,10.533,12.6572,12.031
sample-951,10,14.6285,17.1678,13.9059,12.3755,11.1754
sample-952,10,8.9327,8.4058,9.3942,9.3714,9.7598
sample-953,10,9.0822,8.135,8.8059,9.641,9.2862
sample-964,10,9.4822,8.9757,9.1341,9.1768,10.362
sample-965,10,12.1285,11.6664,10.2862,12.7588,12.3156
sample-982,10,18.5449,21.2475,22.5756,23.163,22.6946
sample-1007,10,9.7953,9.6546,11.0386,10.8681,11.3319
sample-1024,10,10.1638,11.3737,11.6941,14.3867,15.5872
sample-1026,10,10.7253,9.6682,10.4761,11.2552,11.2918
sample-1054,10,10.376,9.4289,10.6285,9.8994,10.6326
sample-1072,10,10.326,10.2218,10.2392,10.0086,10.2512
sample-1079,10,13.8041,15.2462,15.4451,16.6771,15.9617
sample-1083,10,10.072,9.1791,9.944,10.719,9.7525
sample-1084,10,17.748,20.0517,20.9534,20.9094,22.6808
sample-1087,10,9.0242,9.2875,9.263,9.3113,10.1565
sample-1119,10,12.4132,11.243,11.6614,11.7476,12.0683
sample-1159,10,17.489,17.78,20.6902,21.5504,20.925
sample-1178,10,11.361,10.1106,10.3092,10.448,10.7527
sample-1179,10,11.5886,10.7108,11.1324,10.6364,11.2327
sample-1191,10,11.3713,12.2766,11.0621,12.3425,11.835
sample-1205,10,23.0182,23.0365,23.0024,22.0192,22.8274
sample-1206,10,15.453,14.2837,16.3774,17.4777,18.1941
sample-1224,10,18.3645,17.6032,20.7926,18.1859,17.2777
sample-1236,10,10.1286,13.0982,11.7614,13.6209,11.2198
sample-1255,10,11.7595,12.9224,10.4987,11.3035,10.6769
sample-1257,10,15.2316,13.9346,13.6548,14.2308,15.2012
sample-1339,10,8.6249,7.6488,8.1115,8.2117,8.6948
sample-1340,10,15.8103,15.1802,16.4124,15.1266,13.155
sample-1342,10,11.3421,9.0048,8.8933,11.1096,12.2057
sample-1343,10,9.11,8.4307,8.3136,11.1599,11.5149
sample-1353,10,11.0305,11.0041,11.5294,12.632,13.1009
sample-1363,10,15.475,14.7191,12.6475,14.791,14.5719
sample-1366,10,18.213,18.7453,21.7486,18.8587,20.6061
sample-1372,10,12.0793,10.1105,11.1884,11.5572,12.6904
sample-1373,10,7.8775,7.7775,8.5927,9.0754,9.7617
sample-1379,10,7.2838,6.4161,7.347,8.3847,8.4542
sample-1420,10,7.1528,8.2591,8.6894,11.746,13.9291
sample-1421,10,8.2359,9.3512,9.0085,12.5824,13.8002
sample-1423,10,9.6495,9.3289,9.8168,13.4772,12.68
sample-1433,10,13.3578,12.7375,12.3694,15.5595,14.491
sample-1456,10,9.0507,8.7694,8.6272,9.815,11.5791
sample-1457,10,9.3907,8.8021,8.6043,8.8516,9.9211
sample-1458,10,9.0513,8.8115,8.6197,8.9161,9.6655
sample-1464,10,8.2526,7.619,9.4122,9.1803,9.0719
sample-1495,10,15.502,14.9099,16.0326,16.0086,16.1338
sample-1496,10,15.4195,12.8658,11.7038,15.4996,14.437
sample-1501,10,10.5318,9.4257,9.9548,10.2381,9.6806
sample-1522,10,9.6297,8.9831,8.9268,9.4229,10.1004
sample-1527,10,9.2594,8.9003,9.6442,9.2563,9.7639
sample-1530,10,8.6307,8.1607,9.1068,9.455,9.6284
sample-1539,10,7.6439,8.0508,9.4533,10.6753,14.4764
sample-1557,10,14.7245,15.4955,16.3344,16.6717,15.8516
sample-1567,10,14.4342,14.7574,14.4072,13.8819,16.1619
sample-1576,10,20.8344,20.8271,22.6946,22.8382,22.4773
sample-1581,10,19.9675,21.8007,23.1433,24.0134,24.8276
sample-1665,10,9.3817,8.2524,8.7575,9.0532,9.7473
sample-1666,10,8.1791,8.7412,9.0198,9.5819,11.4437
sample-1679,10,8.9883,8.3751,8.6365,9.5044,9.2621
sample-1689,10,11.0137,9.7664,9.5006,9.786,9.8426
sample-1690,10,12.0807,10.3078,10.9403,14.3521,14.7142
sample-1693,10,21.7537,22.8746,22.7968,22.1087,22.6185
sample-1702,10,9.1608,7.9287,7.8477,8.4617,8.4309
sample-1703,10,9.1325,7.5791,7.8848,8.9038,8.9867
sample-1707,10,15.0806,15.8224,14.7814,15.066,15.3286
sample-1740,10,11.4624,9.8231,9.531,9.95,10.4347
sample-1750,10,16.4287,17.7472,19.3638,18.8488,18.3006
sample-1762,10,10.2304,9.2918,9.8744,10.1381,10.0142
sample-1764,10,12.8091,12.4296,11.5472,13.238,12.0703
sample-1765,10,11.4029,11.1964,11.2062,14.1823,12.9783
sample-1766,10,10.6827,9.6188,9.4527,10.443,11.2564
sample-1767,10,10.6153,10.2429,9.703,11.2418,11.4638
sample-1769,10,7.7798,11.9653,8.9395,10.3963,16.458
sample-1770,10,8.4334,7.7014,8.0558,8.4051,9.193
sample-1804,10,12.4091,9.5693,11.3663,16.8849,13.7101
sample-1813,10,9.9702,11.4386,11.0417,11.4623,12.6304
sample-1819,10,19.9851,20.3389,19.8446,17.7082,19.1
sample-1825,10,11.2113,12.1551,13.0478,15.7768,16.5931
sample-1855,10,17.6964,19.0503,21.808,21.7111,23.6278
sample-1904,10,7.8187,7.4996,8.1339,10.4245,9.6415
sample-1912,10,19.8183,21.956,21.712,19.9762,20.4871
sample-1927,10,23.33,22.8933,22.8692,22.1047,22.1881
sample-1933,10,11.6388,11.4615,11.29,12.8277,13.1018
sample-1935,10,9.6499,8.3041,8.7604,10.0078,10.5928
sample-1958,10,21.8094,21.2087,23.7444,23.0268,23.8848
sample-1973,10,21.5988,20.8897,23.2249,23.8301,24.0617
sample-1998,10,8.5033,8.2392,8.5511,9.4115,10.0503
sample-1999,10,17.0029,18.331,19.7796,20.6646,21.1927
sample-2010,10,7.2993,7.1825,7.5219,8.2749,11.5703
sample-2017,10,10.322,9.9044,10.0418,10.7657,11.7095
sample-2019,10,23.411,23.0848,23.3943,23.6279,24.1429
sample-2030,10,9.8207,8.5534,7.7998,9.0461,9.5027
sample-2031,10,11.1923,10.5725,10.3863,13.8225,12.6422
sample-2032,10,7.2642,7.5879,7.599,8.0507,8.3316
sample-2033,10,9.3187,8.5517,7.9129,8.9315,9.8387
sample-2034,10,9.1098,8.3669,8.0037,9.3579,10.1326
sample-2035,10,8.6145,7.7474,7.4705,9.3522,9.5603
sample-2036,10,9.6517,9.2026,9.3015,9.414,9.7292
sample-2037,10,9.6494,8.9259,9.5027,9.926,10.2786
sample-2038,10,8.8946,8.9155,8.451,9.0883,9.3013
sample-2039,10,9.2772,8.7682,8.4614,9.0988,9.3681
sample-2040,10,9.4861,10.9283,10.0223,12.8311,11.0534
sample-2041,10,8.0214,7.8856,8.0391,9.4481,9.1297
sample-2042,10,8.5522,8.4021,8.0023,8.6745,9.287
sample-2050,10,8.536,7.7843,8.5013,9.1447,10.5961
sample-2070,10,14.6362,17.1722,16.3,17.1602,17.0094
sample-2093,10,20.1433,23.0871,24.3788,24.625,23.8603
sample-2123,10,13.6078,13.4212,15.4983,15.6744,14.1983
sample-2125,10,8.7917,9.6456,10.47,11.0418,13.2292
sample-2127,10,13.2367,12.9436,12.9275,14.0719,15.225
sample-2150,10,8.7471,13.5307,9.5005,11.6704,12.0042
sample-2179,10,8.9674,10.961,11.3529,14.3241,15.2987
sample-2185,10,10.0619,10.011,11.0357,14.171,15.6783
sample-2221,10,10.8553,10.6107,10.6261,11.695,12.9649
sample-2223,10,11.5243,12.8036,12.47,14.4017,14.9529
sample-2225,10,10.6791,9.8071,10.7263,16.7433,16.6944
sample-2227,10,9.4225,9.0554,11.7192,10.222,11.2833
sample-2248,10,22.9251,23.1765,24.1037,24.3288,24.9951
sample-2275,10,18.4132,17.7389,19.8125,19.5788,18.8338
sample-2308,10,7.9911,8.4855,9.5543,9.8587,10.0883
sample-2321,10,8.7754,8.8382,10.5757,9.5988,10.5006
sample-2362,10,9.0303,8.0158,8.863,8.7237,8.5154
sample-2392,10,8.2597,8.1828,8.5062,8.8868,9.1799
sample-2411,10,9.0653,9.8792,13.7935,14.091,13.0595
sample-2417,10,10.353,9.3105,9.7862,9.9107,9.9318
sample-2419,10,21.5084,22.6106,21.7519,22.5431,21.1305
sample-2448,10,10.6308,11.3395,11.7674,13.1241,13.206
sample-2456,10,9.1471,10.2366,10.3737,16.3441,19.0905
sample-2457,10,8.5061,8.3327,10.665,12.1473,10.0203
sample-2483,10,16.613,16.5795,17.5879,15.6377,14.7198
sample-2494,10,21.044,20.7383,21.0122,21.6771,21.3153
sample-2504,10,9.2931,8.7477,8.7444,9.5014,10.6905
sample-2515,10,11.3692,9.8838,11.1965,10.3215,10.6447
sample-2521,10,17.8122,11.5286,11.8945,10.9723,12.76
sample-2524,10,21.8395,22.7274,23.3855,24.4794,23.8015
sample-2532,10,8.5044,8.4781,9.1821,10.1495,13.1021
sample-2559,10,9.5485,8.4778,8.2664,10.451,11.722
sample-2560,10,10.1444,8.6808,8.8334,10.2575,9.9482
sample-2561,10,9.4068,8.9599,9.0124,9.7323,10.2651
sample-2563,10,14.9533,16.9854,17.3916,19.7138,20.6018
sample-2599,10,9.0729,8.3282,8.7796,8.5438,8.819
sample-2607,10,20.382,21.5276,21.7085,22.0811,21.9951
sample-2611,10,7.7769,7.1904,8.7013,8.6718,8.9803
sample-2624,10,8.4117,9.556,10.2686,10.3895,11.7811
sample-2625,10,8.9288,10.5779,11.7227,11.8908,12.6607
sample-2626,10,7.8905,9.8548,12.5287,15.1663,14.7323
sample-2630,10,16.674,16.7058,14.8105,15.4099,13.8791
sample-2631,10,8.0001,11.247,11.3021,10.8411,11.3501
sample-2656,10,15.0545,17.5138,19.3187,20.381,21.5516
sample-2663,10,10.7388,9.3048,10.5417,12.0699,12.2342
sample-2680,10,22.9135,22.5143,24.1758,24.5249,24.2466
sample-2707,10,14.8355,17.2867,16.1556,16.7063,16.5025
sample-2709,10,22.1715,20.6968,22.9491,23.9017,23.6981
sample-2711,10,9.8656,12.9644,14.506,14.5944,15.4985
sample-2714,10,22.2549,21.7176,23.3469,24.3202,24.393
sample-2717,10,14.9646,16.23,14.7195,16.1359,14.4192
sample-2737,10,11.156,9.2914,9.0145,9.5716,10.215
sample-2747,10,10.9303,11.1829,9.9145,10.0321,9.3759
sample-2799,10,10.6104,9.3474,10.0693,10.1553,9.6566
sample-2840,10,8.9126,8.1349,8.5137,9.1975,9.5546
sample-2841,10,10.3425,9.0561,8.6021,9.6774,8.9484
sample-2859,10,21.1337,22.8468,22.5756,21.8945,22.7731
sample-2866,10,10.1707,9.1331,9.601,9.4165,9.7464
sample-2868,10,7.861,7.6142,7.9367,8.6575,8.9482
sample-2871,10,11.8639,9.8666,11.6251,15.3317,16.4469
sample-2872,10,9.9431,9.2821,9.1851,10.2526,9.4004
sample-2896,10,13.0734,11.6438,9.613,11.186,12.4308
sample-2901,10,10.8377,12.8,12.97,13.8767,15.589
sample-2902,10,11.4814,12.1512,11.9538,14.4367,15.4724
sample-2942,10,9.1459,9.1627,9.7529,9.196,10.5684
sample-2949,10,15.1405,16.7907,17.4596,17.439,17.1267
sample-2968,10,7.3179,6.8747,6.9092,8.1313,8.8365
sample-2989,10,10.8425,11.3784,13.0711,14.9562,15.2438
sample-2996,10,8.5444,8.093,8.5323,8.8617,8.8224
sample-3094,10,9.3411,9.4825,8.7571,12.6733,12.2519
sample-3103,10,19.0287,20.1305,21.3844,21.1873,19.7435
sample-3213,10,21.7505,22.561,23.67,23.4973,24.0198
sample-3257,10,16.5862,16.4415,16.2348,16.6455,16.1891
sample-3303,10,9.6642,9.0448,9.7881,9.4713,8.3076
sample-3319,10,9.8179,8.7763,8.2585,9.2037,9.8836
sample-3320,10,8.6122,8.1399,8.9347,9.29,10.2602
sample-3369,10,9.2701,9.6102,10.4349,9.2115,10.7741
sample-3375,10,8.88,8.437,8.9263,9.0019,9.3303
sample-3405,10,9.7763,9.2467,9.7745,9.6316,9.1634
sample-3412,10,9.7661,8.4095,8.6913,10.7333,10.532
sample-3413,10,10.7326,9.2687,9.7012,11.6556,12.0687
sample-3414,10,10.1849,9.0856,9.2294,10.7367,11.4511
sample-3419,10,7.6974,7.471,7.9144,9.8719,9.8096
sample-3420,10,16.661,15.7969,15.3026,13.0755,13.5117
sample-3423,10,6.4425,6.3367,7.5794,8.5942,10.0908
sample-3425,10,9.7997,11.7431,12.0942,14.9991,14.1679
sample-3449,10,19.7559,20.2479,20.4238,21.9013,22.1163
sample-3478,10,20.3007,20.9489,21.4427,19.8591,18.8348
sample-3517,10,20.7149,22.2327,23.3372,24.635,24.252
sample-3555,10,9.8097,8.8222,10.5036,11.3419,9.6155
sample-3556,10,11.0137,9.7664,9.5006,9.786,9.8426
sample-3574,10,10.2036,9.3221,10.4612,11.29,10.7696
sample-3633,10,14.1378,14.2908,14.2221,13.9392,15.8657
sample-3644,10,10.7223,9.8064,10.1352,9.905,10.5327
sample-3660,10,21.63,22.7613,23.8519,23.7397,23.4783
sample-3678,10,9.3643,9.822,9.4705,10.0384,10.7292
sample-3726,10,7.933,10.178,12.0128,12.5989,15.9213
sample-3750,10,18.3687,18.1458,17.6971,13.7587,15.0875
sample-3758,10,14.7286,15.7754,15.9445,16.4579,15.8961
sample-3759,10,10.486,10.7061,10.2283,11.8508,11.9432
sample-3760,10,10.6075,11.2783,10.1977,11.6567,12.25
sample-3778,10,20.2519,20.8145,21.4359,19.8483,19.8117
sample-3791,10,12.1552,10.3607,10.3529,11.2361,10.4289
sample-3794,10,7.7842,8.7894,12.5928,13.1411,12.1963
sample-3807,10,14.0879,9.3344,8.4322,9.8675,9.5625
sample-3815,10,10.1647,9.0265,10.1356,9.9883,11.7834
sample-3849,10,20.462,20.3092,22.3617,24.2638,24.3243
sample-3871,10,10.1305,9.5154,10.0007,10.0109,10.2223
sample-3876,10,10.0619,8.4374,7.3949,9.5435,10.4489
sample-3877,10,9.4006,8.8389,9.351,9.7504,10.4511
sample-3901,10,13.2993,14.4587,16.1399,15.5037,18.2388
sample-3905,10,9.2923,9.5316,9.8788,11.097,11.3846
sample-3917,10,8.9063,7.7208,8.4519,9.114,9.8858
sample-3927,10,9.2176,12.3951,14.8043,14.9166,15.2365
sample-3942,10,9.9101,12.0758,14.2558,14.8663,18.033
sample-3943,10,14.4199,16.44,17.0095,14.3225,19.0219
sample-3952,10,9.5584,8.8901,9.6726,9.3999,10.7763
sample-3953,10,9.008,8.8762,9.391,9.8197,9.1199
sample-3956,10,15.14,16.9167,17.9075,17.3172,16.3578
sample-3958,10,14.5576,14.2024,10.3441,12.8887,11.9751
sample-3974,10,16.1118,15.126,15.0375,17.5857,15.7454
sample-3976,10,16.3314,15.6382,16.1121,19.2936,17.2098
sample-3977,10,11.8222,13.6741,14.4561,18.9968,15.8193
sample-4026,10,10.1633,9.7255,10.307,10.5586,11.5407
sample-4031,10,8.4804,8.211,8.0454,10.7547,12.1458
sample-4057,10,17.3733,19.2053,20.5434,21.3234,21.068
sample-4077,10,7.305,6.9755,7.6676,8.1813,8.7108
sample-4078,10,11.1285,11.4893,11.214,12.1226,12.1396
sample-4080,10,9.1859,9.3622,11.9512,12.3373,13.3717
sample-4081,10,13.8627,14.1013,13.6759,15.719,15.5633
sample-4095,10,15.5995,14.5334,12.9964,14.199,13.0489
sample-4096,10,10.9129,11.9456,11.5828,13.6487,13.958
sample-4097,10,9.2942,8.1959,7.6365,8.4869,8.8892
